0	250	250
1	440	436
2	214	394
3	476	483
4	352	487
5	230	197
6	175	239
7	133	202
8	328	458
9	25	499
10	226	423
11	313	282
12	60	454
13	239	486
14	102	264
15	408	452
16	451	62
17	203	390
18	92	233
19	7	300
20	409	90
21	307	108
22	347	54
23	406	87
24	371	332
25	116	466
26	441	265
27	130	140
28	80	117
29	421	387
30	83	300
31	136	52
32	18	462
33	390	120
34	188	119
35	467	114
36	440	292
37	268	400
38	391	202
39	377	432
40	80	290
41	439	15
42	307	52
43	111	192
44	131	56
45	88	286
46	69	414
47	41	232
48	323	77
49	340	416
50	86	199
51	314	124
52	375	191
53	226	175
54	242	106
55	417	417
56	419	459
57	389	11
58	450	416
59	246	255
60	71	333
61	105	474
62	20	489
63	388	331
64	92	259
65	200	261
66	400	288
67	299	285
68	378	199
69	325	147
70	421	386
71	404	447
72	412	478
73	26	67
74	358	183
75	30	302
76	176	470
77	96	270
78	243	408
79	60	29
80	34	169
81	407	280
82	277	403
83	498	456
84	384	491
85	355	174
86	97	288
87	316	284
88	334	403
89	415	223
90	230	320
91	432	199
92	92	18
93	273	300
94	269	112
95	429	389
96	371	71
97	5	297
98	414	378
99	38	15
100	2	295
101	237	254
102	54	445
103	382	110
104	438	488
105	395	331
106	230	487
107	249	407
108	488	26
109	151	81
110	483	14
111	0	422
112	429	67
113	195	464
114	356	256
115	264	180
116	94	235
117	474	96
118	268	52
119	44	440
120	7	382
121	459	53
122	491	25
123	439	243
124	210	185
125	150	68
126	201	270
127	0	188
128	103	464
129	325	56
130	44	344
131	418	75
132	472	57
133	460	328
134	89	270
135	374	190
136	463	253
137	97	93
138	163	472
139	29	336
140	84	453
141	294	421
142	343	62
143	371	193
144	142	372
145	66	88
146	395	332
147	93	413
148	267	394
149	249	258
150	472	129
151	87	3
152	62	326
153	212	186
154	241	402
155	439	266
156	79	80
157	62	453
158	188	151
159	386	154
160	38	301
161	192	265
162	371	192
163	64	294
164	381	494
165	437	12
166	186	135
167	459	10
168	175	422
169	274	48
170	488	173
171	398	97
172	385	17
173	180	283
174	71	12
175	343	49
176	248	251
177	7	194
178	322	290
179	410	399
180	398	103
181	385	285
182	179	497
183	464	13
184	492	335
185	27	464
186	231	29
187	157	38
188	439	268
189	149	214
190	187	73
191	429	169
192	350	199
193	60	231
194	448	404
195	481	20
196	436	25
197	111	459
198	389	17
199	148	208
200	475	477
201	390	325
202	346	354
203	91	266
204	17	65
205	391	112
206	224	203
207	426	231
208	260	472
209	265	0
210	391	293
211	411	421
212	132	30
213	475	480
214	286	244
215	436	237
216	402	284
217	287	397
218	272	420
219	477	120
220	145	434
221	33	286
222	370	262
223	393	20
224	330	308
225	246	398
226	482	184
227	451	305
228	226	316
229	110	459
230	244	250
231	458	16
232	390	34
233	423	214
234	219	215
235	326	118
236	365	74
237	331	356
238	210	398
239	403	93
240	248	404
241	65	62
242	460	13
243	0	293
244	211	248
245	484	174
246	175	352
247	455	168
248	224	191
249	439	156
250	434	359
251	118	314
252	234	246
253	406	450
254	75	118
255	115	395
256	329	456
257	218	403
258	149	341
259	253	74
260	436	241
261	238	203
262	405	455
263	485	27
264	323	118
265	330	371
266	25	65
267	406	96
268	49	451
269	307	249
270	178	135
271	299	353
272	236	213
273	355	177
274	394	23
275	306	235
276	90	477
277	379	486
278	435	16
279	8	497
280	150	484
281	213	399
282	391	18
283	111	392
284	330	281
285	344	203
286	91	235
287	346	60
288	483	27
289	382	498
290	457	492
291	291	213
292	154	374
293	225	196
