0	250	250
1	171	34
2	67	190
3	80	400
4	439	237
5	377	385
6	449	428
7	342	481
8	466	149
9	83	290
10	251	63
11	328	491
12	260	472
13	290	145
14	266	221
15	164	320
16	52	412
17	485	104
18	144	331
19	387	394
20	472	57
21	343	276
22	104	349
23	28	467
24	91	427
25	429	476
26	210	276
27	58	39
28	273	300
29	41	232
30	25	53
31	52	18
32	27	444
33	178	72
34	406	460
35	250	328
36	492	34
37	412	100
38	233	87
39	60	5
40	406	408
41	245	42
42	166	345
43	440	294
44	370	382
45	32	319
46	480	136
47	371	163
48	0	188
49	438	5
50	132	477
51	203	211
52	2	264
53	231	167
54	423	221
55	459	53
56	386	154
57	130	494
58	31	175
59	69	423
60	352	241
61	261	201
62	59	276
63	146	188
64	451	62
65	299	285
66	142	372
67	440	201
68	219	210
69	64	198
70	390	249
71	9	101
72	424	288
73	77	372
74	298	264
75	405	454
76	407	35
77	225	369
78	347	459
79	117	178
80	132	479
81	201	66
82	245	176
83	470	138
84	115	296
85	348	476
86	43	210
87	327	139
88	49	353
89	356	256
90	335	99
91	363	34
92	33	278
93	366	288
94	452	172
95	86	189
96	262	369
97	218	403
98	218	12
99	228	399
100	492	188
101	267	174
102	274	441
103	210	113
104	370	262
105	303	186
106	241	180
107	100	85
108	350	199
109	500	228
110	251	238
111	114	102
112	345	146
113	21	146
114	330	147
115	476	61
116	386	245
117	201	278
118	421	499
119	426	231
120	105	137
121	64	437
122	181	260
123	413	391
124	370	493
125	447	267
126	232	101
127	371	332
128	447	383
129	325	147
130	489	437
131	415	95
132	331	356
133	374	346
134	108	37
135	5	224
136	93	413
137	210	29
138	136	265
139	409	155
140	111	178
141	291	251
142	322	290
143	57	183
144	181	185
145	7	382
146	425	448
147	174	41
148	161	276
149	398	49
150	210	379
151	60	231
152	453	360
153	367	97
154	488	3
155	44	115
156	48	293
157	64	135
158	65	62
159	404	207
160	68	303
161	263	418
162	147	30
163	384	149
164	340	416
165	271	128
166	89	358
167	20	480
168	488	173
169	439	156
170	389	156
171	111	392
172	267	162
173	248	176
174	413	476
175	352	481
176	264	135
177	29	462
178	148	462
179	44	140
180	414	378
181	392	95
182	216	341
183	211	411
184	317	45
185	178	150
186	428	302
187	450	45
188	453	318
189	186	135
190	11	403
191	433	447
192	272	420
193	429	59
194	200	27
195	498	171
196	487	320
197	45	166
198	490	276
199	126	391
200	92	18
201	293	228
202	343	205
203	182	480
204	385	285
205	44	344
206	170	347
207	457	492
208	124	448
209	398	210
210	75	118
211	105	474
212	134	211
213	211	248
214	212	186
215	492	335
216	497	483
217	440	436
218	311	203
219	491	369
220	67	378
221	383	17
222	7	82
223	342	319
224	78	406
225	103	123
226	241	38
227	224	3
228	436	467
229	438	488
230	351	60
231	13	214
232	429	67
233	498	456
234	135	400
235	215	293
236	354	416
237	294	421
238	208	445
239	230	320
240	157	38
241	441	100
242	61	170
243	79	467
244	365	190
245	282	1
246	124	111
247	247	219
248	28	180
249	167	488
250	442	289
251	136	430
252	38	15
253	246	314
254	176	200
255	337	232
256	257	133
257	295	247
258	39	162
259	79	257
260	236	126
261	259	498
262	180	162
263	53	466
264	167	291
265	89	185
266	487	446
267	308	199
268	481	84
269	495	227
270	397	57
271	372	39
272	278	450
273	292	32
274	90	496
275	68	53
276	371	423
277	273	149
278	297	283
279	120	37
280	371	488
281	206	174
282	174	347
283	330	281
284	67	451
285	27	464
286	361	178
287	463	406
288	456	157
289	153	244
290	153	192
291	352	63
292	371	71
293	163	472
294	448	495
295	282	10
296	66	163
297	314	205
298	83	169
299	221	291
300	374	116
301	418	269
302	178	302
303	250	57
304	475	352
305	1	252
306	286	356
307	65	82
