0	250	250
1	228	399
2	325	56
3	290	145
4	340	291
5	370	382
6	273	255
7	36	301
8	117	178
9	295	283
10	57	43
11	436	123
12	48	162
13	222	499
14	376	92
15	437	90
16	3	23
17	94	40
18	398	476
19	307	249
20	179	286
21	0	356
22	143	158
23	413	476
24	371	488
25	415	118
26	440	77
27	261	201
28	490	286
29	309	161
30	39	162
31	361	178
32	261	138
33	447	383
34	346	354
35	461	195
36	187	263
37	130	247
38	328	491
39	161	276
40	365	74
41	168	109
42	111	192
43	87	213
44	45	166
45	62	94
46	348	476
47	64	437
48	56	75
49	24	259
50	295	247
51	6	53
52	15	11
53	179	497
54	67	352
55	317	45
56	40	278
57	33	278
58	322	290
59	159	226
60	208	445
61	453	360
62	34	169
63	436	25
64	393	98
65	466	96
66	366	390
67	303	78
68	374	116
69	424	288
70	191	84
71	59	276
72	215	293
73	343	276
74	488	173
75	452	110
76	153	244
77	176	200
78	498	171
79	492	188
80	177	156
81	398	49
82	497	296
83	276	84
84	128	113
85	422	498
86	460	424
87	246	314
88	0	422
89	166	247
90	311	422
91	392	95
92	460	117
93	28	467
94	375	145
95	240	255
96	440	436
97	454	201
98	407	35
99	420	383
100	264	180
101	440	294
102	500	228
103	144	331
104	98	2
105	461	186
106	68	450
107	153	192
108	34	239
109	465	367
110	208	488
111	93	413
112	371	332
113	231	167
114	179	75
115	196	489
116	280	245
117	108	37
118	1	101
119	420	80
120	38	190
121	470	405
122	448	397
123	471	427
124	146	376
125	12	358
126	175	422
127	297	131
128	457	492
129	69	423
130	97	288
131	172	314
132	170	347
133	103	123
134	154	374
135	318	497
136	330	147
137	241	180
138	174	67
139	235	288
140	94	192
141	232	101
142	28	180
143	64	135
144	174	376
145	293	174
146	218	12
147	110	122
148	459	53
149	173	474
150	135	400
151	497	266
152	380	194
153	495	227
154	268	351
155	213	399
156	448	414
157	327	139
158	151	81
159	425	448
160	92	259
161	59	388
162	468	360
163	332	459
164	469	489
165	248	176
166	174	41
167	343	205
168	154	392
169	92	18
170	250	328
171	88	484
172	360	488
173	156	65
174	18	225
175	152	476
176	176	470
177	195	450
178	466	149
179	221	269
180	105	137
181	284	319
182	41	120
183	263	418
184	218	271
185	365	119
186	89	322
187	180	283
188	385	17
189	401	314
190	245	176
191	251	238
192	139	438
193	236	126
194	61	441
195	405	454
196	111	392
197	373	421
198	247	443
199	322	406
200	412	478
201	374	346
202	122	422
203	261	359
204	173	182
205	398	341
206	413	127
207	325	311
208	80	357
209	67	378
210	216	341
211	498	457
212	44	344
213	352	481
214	237	420
215	389	43
216	292	136
217	426	38
218	245	461
219	415	253
220	298	264
221	307	412
222	53	204
223	480	152
224	262	97
225	83	169
226	377	432
227	390	249
228	132	479
229	359	246
230	314	205
231	124	448
232	0	188
233	343	166
234	482	141
235	162	306
236	24	71
237	188	119
238	100	85
239	103	177
240	26	67
241	164	332
242	385	285
243	209	68
244	149	341
245	415	95
246	167	488
247	413	493
248	439	222
249	150	484
250	299	353
251	273	300
252	402	277
253	239	15
254	363	225
255	65	343
256	351	60
257	60	246
258	144	35
259	463	253
260	332	382
261	408	318
262	452	206
263	471	368
264	93	490
265	241	402
266	60	231
267	172	66
268	404	207
269	286	356
270	489	338
271	334	481
272	26	442
273	226	175
274	488	3
275	178	150
276	371	423
277	5	224
278	94	344
279	153	235
280	12	367
281	217	357
282	255	487
283	149	214
284	169	305
285	487	446
286	267	374
287	360	294
288	185	431
289	325	210
290	175	352
291	76	462
292	19	273
293	72	227
294	213	283
295	130	140
296	274	442
297	337	41
298	372	39
299	269	112
300	224	56
301	340	416
302	13	214
303	230	320
304	6	196
305	87	3
306	133	202
307	235	316
308	435	180
309	173	65
310	245	42
311	384	149
312	51	286
313	267	290
314	453	318
315	189	402
316	210	276
317	120	261
318	35	263
319	429	59
320	330	308
321	58	391
322	260	472
323	217	333
324	335	46
325	198	85
326	138	28
327	29	336
328	200	27
329	157	269
330	177	404
331	202	28
332	366	334
333	149	458
334	481	454
335	377	385
336	217	207
337	96	346
338	224	320
339	206	97
340	438	127
341	494	468
342	494	165
343	5	281
344	441	60
345	14	232
346	288	439
347	420	224
348	267	162
349	195	273
350	233	230
351	382	360
352	406	460
353	499	316
354	246	407
355	283	454
356	426	231
357	432	2
358	404	439
359	397	477
360	44	140
361	330	138
362	39	153
363	397	153
364	226	316
365	354	156
366	201	66
367	389	156
368	134	211
369	386	154
370	335	99
371	356	256
372	240	362
373	412	100
374	394	322
375	48	150
376	225	121
377	102	422
378	339	41
379	440	201
380	411	379
381	219	210
382	250	441
383	210	29
384	178	302
385	148	208
386	225	369
387	16	287
388	450	416
389	287	397
390	285	247
391	351	481
392	243	408
393	137	377
394	33	152
395	68	303
396	456	113
397	134	276
398	26	221
399	79	257
400	181	185
401	104	349
402	267	174
403	475	267
404	385	239
405	95	382
406	67	190
407	32	94
408	401	164
409	376	113
410	409	255
411	228	260
412	363	34
413	274	441
414	146	188
415	212	186
416	432	66
417	83	300
418	51	89
419	379	486
420	440	284
421	175	239
422	282	1
423	268	113
424	480	131
425	429	67
426	162	301
427	281	96
428	495	199
429	372	115
430	396	83
431	239	486
432	288	70
433	66	163
434	470	417
435	226	423
436	342	319
437	174	122
438	49	353
439	448	495
440	13	465
441	489	159
442	311	203
443	480	119
444	442	153
445	148	462
446	233	87
447	323	34
448	84	377
449	292	32
450	418	75
451	451	305
452	225	269
453	272	420
454	318	280
455	250	57
456	77	372
457	385	58
458	44	496
459	460	328
460	67	24
461	91	27
462	360	284
463	82	183
464	153	362
465	52	412
466	32	191
467	325	147
468	328	458
469	133	273
470	147	30
471	131	246
472	433	319
473	168	59
474	218	403
475	295	89
476	118	314
477	251	63
478	388	44
479	381	328
480	132	32
481	334	403
482	83	290
483	411	396
484	243	402
485	52	18
486	265	0
487	268	288
488	476	61
489	283	438
490	191	215
491	253	50
492	71	282
493	297	304
494	244	368
495	80	279
496	488	96
497	142	30
498	68	240
499	193	138
500	451	62
501	138	406
502	306	42
503	247	219
504	98	29
505	102	6
506	142	360
507	172	24
508	352	241
509	486	324
510	133	455
511	440	292
512	364	173
513	442	289
514	48	412
515	344	70
516	78	406
517	329	456
518	157	38
519	374	260
520	297	283
521	210	113
522	215	434
523	262	92
524	140	108
525	235	108
526	210	133
527	25	53
528	339	113
529	394	310
530	126	391
531	343	34
532	354	416
533	202	391
534	367	97
